SalePrice,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SaleCondition,SaleType,KitchenQual,BsmtQual,ExterQual,MSZoning
227680,5,2008,2008,256.0,1417,1428,1428,2,6,2,554,Partial,New,Ex,Gd,Gd,RL
135500,5,1967,1967,0.0,980,980,980,2,6,1,384,Normal,WD,TA,TA,TA,RL
223500,6,1923,2004,0.0,1324,1072,1576,1,6,2,528,Normal,WD,Gd,TA,TA,RL
159950,5,1966,1966,1047.0,1024,1086,1086,1,6,2,484,Normal,WD,TA,TA,TA,RL
106000,5,1898,1965,0.0,849,1075,2138,2,11,2,360,Normal,WD,TA,TA,TA,RM
181000,6,1974,1999,99.0,1040,1309,1309,1,5,2,484,Normal,WD,Gd,TA,TA,RL
144500,5,2004,2004,169.0,848,848,848,1,4,2,420,Normal,ConLD,Gd,Gd,Gd,RM
55993,5,1952,1952,0.0,540,1044,1044,1,4,2,504,Alloca,WD,Fa,TA,Fa,C (all)
157900,6,1958,1958,243.0,1442,1442,1442,1,7,1,301,Normal,COD,TA,TA,TA,RL
116000,7,1918,1950,0.0,686,686,1250,1,7,1,280,Normal,WD,Fa,TA,TA,RL
224900,5,1998,1998,442.0,1649,1661,1661,2,6,2,598,Normal,WD,Gd,Gd,TA,RL
137000,6,1954,1954,0.0,1008,1008,1008,1,4,1,275,Normal,WD,TA,TA,TA,RL
271000,5,2002,2002,148.0,1568,1689,1689,2,7,3,857,Normal,WD,Gd,Gd,Gd,RL
155000,7,1971,1971,80.0,1010,1052,1052,1,6,2,440,Normal,WD,TA,TA,TA,RL
224000,5,2009,2010,128.0,1358,1358,1358,2,6,2,484,Partial,New,Gd,Gd,Gd,RL
183000,5,2003,2003,0.0,798,798,1640,2,6,2,595,Normal,WD,Gd,Gd,Gd,RL
93000,4,1953,1953,0.0,936,936,936,1,4,2,576,Normal,WD,TA,Fa,Fa,RM
225000,5,2003,2003,0.0,847,847,1733,2,7,2,433,Family,WD,Gd,Gd,Gd,RL
139500,7,1940,1950,0.0,778,944,1489,2,7,1,240,Normal,WD,TA,TA,TA,RL
232600,5,2006,2006,0.0,1489,1489,1489,2,7,2,776,Partial,New,Gd,Gd,Gd,FV
385000,5,2007,2008,816.0,2078,2084,2084,2,7,3,1220,Partial,New,Ex,Ex,Ex,RL
109500,6,1924,1950,0.0,784,784,784,1,5,0,0,Normal,WD,Gd,TA,TA,RM
189000,5,2001,2001,0.0,1454,1434,1434,2,6,2,527,Normal,WD,Gd,Gd,Gd,RL
185000,5,1967,1967,0.0,1013,1160,2126,2,7,2,538,Abnorml,WD,TA,TA,TA,RL
147400,5,2005,2005,0.0,600,520,1223,2,4,2,480,Normal,WD,Gd,Gd,Gd,FV
166000,5,1957,1957,387.0,1392,1392,1392,1,6,2,458,Normal,WD,TA,TA,TA,RL
151000,5,2005,2005,0.0,600,520,1200,2,4,2,480,Normal,WD,Gd,Gd,TA,FV
237000,6,2003,2003,223.0,941,941,1829,2,7,2,613,Normal,WD,Gd,Gd,Gd,RL
167000,6,1964,1964,180.0,1516,1516,1516,1,6,2,472,Normal,WD,TA,TA,TA,RL
139950,6,1961,1961,136.0,1144,1144,1144,1,6,2,456,Normal,WD,TA,TA,TA,RL
128000,7,1950,1995,0.0,1067,1067,1067,2,4,2,436,Normal,WD,Gd,Gd,TA,RL
153500,6,1948,1973,0.0,1559,1559,1559,1,5,2,812,Normal,COD,TA,TA,TA,RM
100000,5,1973,1973,158.0,483,483,987,1,5,1,264,Normal,WD,TA,TA,TA,RM
144000,6,1995,2006,0.0,1099,1099,1099,1,6,1,352,Normal,WD,Gd,Gd,TA,RL
130500,6,1946,1995,0.0,768,768,1200,1,6,1,240,Normal,WD,TA,TA,TA,RL
140000,8,1925,1950,0.0,672,810,1482,2,7,1,400,Normal,WD,Fa,TA,TA,RH
157500,8,1904,2002,0.0,650,958,1539,2,8,2,686,Normal,WD,Gd,TA,TA,RM
174900,7,1966,1966,183.0,1127,1165,1165,1,6,2,490,Normal,WD,TA,TA,TA,RL
141000,4,1961,1961,0.0,1800,1800,1800,2,10,0,0,Normal,WD,TA,TA,TA,RL
153900,8,1915,1950,0.0,876,876,1416,1,7,3,720,Normal,WD,TA,TA,TA,RM
171000,5,1975,1981,0.0,1390,1701,1701,2,6,2,611,Normal,WD,TA,Gd,TA,RL
213000,5,1993,1993,137.0,740,1006,1775,2,7,2,425,Normal,WD,Gd,Gd,Gd,RL
133500,6,1972,1972,0.0,864,864,864,1,5,1,338,Normal,WD,TA,TA,TA,RL
240000,8,1908,1997,0.0,907,1307,2358,3,10,2,360,Normal,WD,TA,TA,TA,RL
187000,7,1976,1994,360.0,528,1094,1855,2,7,2,512,Normal,WD,TA,TA,Gd,RL
131500,5,2003,2003,170.0,848,848,848,1,3,2,420,Normal,WD,Gd,Gd,Gd,RM
215000,5,2003,2003,40.0,1273,1456,1456,2,7,2,400,Normal,WD,Gd,Gd,Gd,RL
164000,5,1941,1950,0.0,918,918,1646,2,7,1,240,Normal,WD,TA,TA,TA,RL
158000,6,1964,1964,115.0,1127,1445,1445,1,7,2,645,Normal,WD,TA,TA,TA,RL
170000,4,1955,1974,0.0,1763,1779,1779,1,6,2,454,Abnorml,WD,TA,TA,TA,RL
127000,8,1962,2010,0.0,1040,1040,1040,1,6,1,260,Normal,WD,TA,TA,TA,RL
147000,6,1978,1978,0.0,940,1026,1026,1,5,2,576,Normal,WD,TA,Gd,TA,RL
174000,5,1994,1995,0.0,702,702,1481,2,6,2,343,Normal,WD,TA,Gd,TA,RL
152000,5,1976,1976,189.0,1090,1370,1370,2,6,2,479,Family,WD,TA,Gd,TA,RL
250000,7,1968,1984,220.0,1054,1512,2654,2,9,2,619,Normal,WD,Gd,TA,TA,RL
189950,8,1918,1998,0.0,912,912,1426,1,7,1,216,Normal,WD,Gd,TA,Gd,RL
131500,4,1965,1965,0.0,1039,1039,1039,1,6,2,504,Normal,WD,TA,TA,TA,RL
152000,5,1984,1985,0.0,1040,1097,1097,2,6,2,480,Normal,WD,TA,Gd,TA,RL
132500,5,1959,1959,0.0,1148,1148,1148,1,6,1,672,Normal,WD,TA,TA,TA,RL
250580,5,2007,2008,0.0,1372,1372,1372,2,6,2,529,Partial,New,Gd,Ex,Gd,FV
148500,6,1970,1970,76.0,1002,1002,1002,1,5,2,902,Normal,WD,TA,TA,TA,RL
248900,5,2006,2007,274.0,1638,1646,1646,2,6,3,870,Partial,New,Gd,Gd,Gd,RL
129000,5,1961,1961,0.0,1040,1120,1120,1,5,2,544,Normal,WD,Fa,TA,TA,RL
169000,6,1948,1950,0.0,0,1547,2320,2,7,2,672,Normal,WD,TA,None,TA,RL
236000,5,1993,1994,246.0,1050,1062,1949,2,8,2,574,Normal,WD,Gd,Gd,Gd,RL
109500,5,1962,1962,0.0,894,894,894,1,5,1,308,Normal,WD,TA,TA,TA,RL
200500,5,1998,1998,116.0,804,804,1682,2,7,2,523,Normal,WD,Gd,Gd,TA,RL
116000,7,1953,1996,0.0,105,910,910,1,5,2,414,Normal,WD,Gd,TA,Gd,RL
133000,7,1949,1950,0.0,832,1036,1268,1,6,1,288,Normal,WD,TA,TA,Gd,RL
66500,6,1941,1950,0.0,676,676,1131,1,5,1,200,Abnorml,WD,TA,TA,TA,RM
303477,5,2007,2007,0.0,1184,1184,2610,2,11,2,550,Partial,New,Ex,Gd,Gd,FV
132250,5,1963,1963,0.0,1064,1040,1040,1,5,2,648,Normal,WD,TA,TA,TA,RL
350000,5,2004,2005,216.0,1462,1462,2224,2,10,3,738,Normal,WD,Ex,Ex,Gd,RL
148000,7,1961,1995,0.0,1109,1155,1155,1,6,2,576,Normal,WD,Gd,TA,TA,RL
136500,8,1978,2005,90.0,864,864,864,1,6,1,336,Normal,WD,TA,TA,Gd,RL
157000,5,2005,2006,0.0,1090,1090,1090,1,5,2,450,Normal,WD,TA,Ex,TA,RL
187500,5,1990,1991,117.0,1156,1187,1717,2,7,2,400,Normal,WD,Gd,Gd,Gd,RL
178000,5,1992,1993,0.0,808,808,1593,2,7,2,389,Normal,WD,TA,Gd,TA,RL
118500,5,1912,1950,0.0,795,954,2230,1,10,1,440,Normal,WD,TA,TA,Gd,RL
100000,5,1967,1967,60.0,892,892,892,1,5,1,288,Normal,WD,TA,TA,TA,RL
328900,5,1999,2000,60.0,1698,1709,1709,2,5,2,506,Abnorml,CWD,Gd,Ex,Gd,FV
145000,5,1959,2005,122.0,1626,1712,1712,2,8,2,588,Family,WD,TA,TA,TA,RL
135500,7,1955,1955,0.0,816,872,1393,1,8,1,300,Normal,WD,TA,TA,TA,RL
268000,6,1970,1970,0.0,2217,2217,2217,2,8,2,621,Normal,WD,Gd,TA,Gd,RL
149500,4,1953,1953,90.0,1505,1505,1505,1,6,2,505,Normal,WD,TA,TA,TA,RL
122900,7,1949,2006,0.0,672,672,924,1,6,2,576,Normal,WD,TA,TA,TA,RL
172500,5,1978,1978,92.0,918,918,1683,2,7,2,440,Normal,WD,TA,TA,TA,RL
154500,8,1963,2003,0.0,1059,1068,1068,1,6,1,264,Normal,WD,TA,TA,TA,RL
165000,5,1954,1954,0.0,1383,1383,1383,1,6,1,354,Normal,WD,TA,Gd,TA,RL
118858,5,1979,1979,0.0,0,1535,1535,2,8,2,400,Alloca,WD,TA,None,TA,RL
140000,5,1963,1963,415.0,780,983,1796,1,8,2,483,Normal,WD,TA,TA,TA,RL
106500,6,1936,1950,0.0,951,951,951,1,6,1,327,Abnorml,WD,TA,TA,TA,RM
142953,5,1979,1979,0.0,0,1120,2240,2,12,2,528,Alloca,WD,TA,None,TA,RL
611657,5,2009,2010,760.0,2330,2364,2364,2,11,3,820,Partial,New,Ex,Ex,Ex,RL
135000,7,1961,1994,0.0,912,1236,1236,1,6,1,288,Normal,WD,TA,TA,TA,RL
110000,6,1971,1971,0.0,858,858,858,1,4,1,684,Normal,WD,TA,TA,TA,RL
153000,7,1957,2000,0.0,992,1306,1306,1,5,1,756,Normal,WD,TA,TA,TA,RL
180000,5,2003,2003,0.0,783,807,1509,2,8,2,393,Normal,WD,Gd,Gd,Gd,RL
240000,5,2006,2006,27.0,1670,1670,1670,2,7,3,690,Partial,New,Gd,Gd,Gd,RL
125500,6,1967,1967,75.0,876,902,902,1,6,1,288,Normal,WD,TA,TA,TA,RL
128000,5,1954,1954,110.0,1056,1063,1063,1,6,1,280,Normal,WD,TA,TA,TA,RL
255000,5,2006,2006,208.0,1623,1636,1636,2,8,3,865,Normal,WD,Gd,Gd,Gd,RL
250000,7,1936,1987,0.0,1017,1020,2057,1,6,1,180,Normal,WD,Gd,Gd,Gd,RL
131000,5,1983,1983,0.0,864,902,902,1,5,2,484,Normal,WD,TA,Gd,TA,RL
174000,5,2005,2005,0.0,742,742,1484,2,8,2,390,Normal,WD,Gd,Gd,Gd,RL
154300,5,1960,1960,361.0,1105,1105,2274,2,12,2,480,Normal,WD,TA,TA,TA,RL
143500,7,1977,1989,0.0,1268,1268,1268,1,5,1,252,Normal,WD,Gd,Gd,TA,RL
88000,7,1925,1950,0.0,768,1015,1015,1,6,1,450,Abnorml,WD,TA,TA,TA,RM
145000,6,1949,1950,0.0,1001,1001,2002,2,8,3,871,Normal,WD,TA,TA,TA,RH
173733,5,2009,2009,76.0,612,612,1224,2,4,2,528,Partial,New,Gd,Gd,Gd,FV
75000,5,1970,1970,80.0,546,546,1092,1,6,1,286,Normal,WD,TA,TA,TA,RM
35311,3,1949,1950,0.0,480,480,480,0,4,1,308,Abnorml,WD,TA,TA,TA,C (all)
135000,6,1956,1956,0.0,1134,1229,1229,1,6,1,284,Normal,WD,TA,TA,TA,RL
238000,5,1991,1991,0.0,1104,912,2127,2,8,3,833,Normal,WD,Gd,Ex,Gd,RL
176500,8,1958,2002,0.0,1184,1414,1414,1,6,2,601,Normal,WD,TA,Gd,Ex,RL
201000,5,1994,1994,105.0,928,936,1721,2,7,2,471,Normal,WD,Gd,Gd,Gd,RL
145900,7,1900,2003,0.0,1272,1272,2200,2,9,0,0,Normal,WD,TA,TA,TA,RL
169990,5,2005,2006,0.0,1316,1316,1316,2,6,2,397,Partial,New,Gd,Gd,Gd,RL
193000,5,1993,1994,0.0,1604,1617,1617,2,5,2,533,Normal,WD,Gd,Gd,Gd,RL
207500,6,1980,1980,157.0,1686,1686,1686,2,7,2,612,Normal,WD,TA,Gd,TA,RL
175000,6,1977,1977,0.0,1126,1126,1126,2,6,2,540,Abnorml,WD,Ex,Gd,TA,RL
285000,5,2003,2004,340.0,1181,1234,2374,2,10,3,656,Normal,WD,Ex,Gd,Gd,RL
176000,5,1968,1968,342.0,832,1098,1978,2,9,2,486,Normal,WD,TA,TA,TA,RL
236500,5,2001,2001,0.0,1753,1788,1788,2,7,2,522,Normal,WD,Ex,Gd,Gd,RL
222000,5,1997,1997,285.0,964,993,2236,2,8,2,642,Normal,WD,Gd,Gd,TA,RL
201000,5,2007,2007,0.0,1466,1466,1466,2,7,3,610,Normal,WD,Gd,Gd,Gd,RL
117500,6,1965,1965,0.0,925,925,925,1,5,1,429,Normal,WD,TA,TA,TA,RL
320000,5,2006,2006,302.0,1905,1905,1905,2,8,3,788,Normal,WD,Ex,Ex,Ex,RL
190000,5,2004,2004,210.0,1500,1500,1500,2,6,2,570,Normal,WD,Gd,Gd,Gd,RL
242000,7,1960,2007,0.0,585,2069,2069,2,9,2,505,Normal,WD,Gd,Gd,TA,RL
79900,5,1926,1953,108.0,600,747,747,1,5,2,528,Normal,WD,TA,Fa,TA,RL
184900,5,2003,2003,0.0,1176,1200,1200,2,5,2,555,Normal,WD,Gd,Gd,Gd,RL
253000,5,2005,2005,0.0,1113,1113,1971,2,8,2,689,Normal,WD,Gd,Gd,Gd,RL
239799,5,2006,2006,0.0,1391,1391,1962,2,7,3,868,Partial,New,Gd,Gd,Gd,RL
244400,7,1940,1950,0.0,1032,1207,2403,2,10,1,349,Normal,COD,TA,TA,TA,RL
150900,5,1976,1976,0.0,1728,1728,1728,2,8,2,574,Normal,WD,TA,TA,TA,RL
214000,5,1999,1999,298.0,992,1022,2060,2,8,2,390,Normal,WD,Gd,Gd,Gd,RL
150000,3,1977,1977,0.0,1440,1440,1440,2,8,0,0,Abnorml,Oth,TA,Gd,TA,RL
143000,4,1967,1967,0.0,1632,1632,1632,2,8,2,576,Normal,WD,TA,TA,TA,RL
137500,6,1958,1958,541.0,819,1344,1344,1,7,2,525,Abnorml,COD,Gd,TA,TA,RL
124900,6,1890,1996,0.0,1088,1188,1869,1,7,2,456,Normal,WD,TA,TA,TA,RM
143000,6,1959,1959,128.0,1144,1144,1144,1,6,1,796,Normal,WD,TA,TA,TA,RL
270000,5,2002,2003,236.0,1616,1629,1629,2,9,3,808,Normal,WD,Gd,Gd,Gd,RL
192500,5,2002,2002,144.0,936,936,1776,2,7,2,474,Normal,WD,Gd,Gd,Gd,RL
197500,7,1972,2006,0.0,1161,1381,1381,1,5,2,676,Normal,WD,Gd,TA,TA,RL
129000,8,1950,2002,0.0,864,864,864,1,5,2,720,Normal,WD,Gd,TA,TA,RL
119900,5,1965,1965,0.0,828,965,965,1,6,1,300,Abnorml,WD,TA,TA,TA,RH
133900,8,1972,2003,0.0,768,768,768,1,5,1,396,Normal,WD,TA,Gd,TA,RL
172000,4,1969,1969,232.0,784,1168,1968,2,7,2,530,Normal,WD,TA,TA,TA,RL
127500,5,1975,1975,250.0,945,980,980,2,4,0,0,AdjLand,WD,TA,Gd,TA,RL
145000,6,1946,1950,423.0,979,979,1958,2,8,2,492,Normal,WD,TA,Gd,TA,RH
124000,6,1980,1980,0.0,561,561,1229,1,5,2,462,Normal,WD,TA,Gd,TA,RM
132000,5,1962,1962,0.0,1057,1057,1057,1,6,2,576,Normal,WD,TA,TA,TA,RL
185000,5,2003,2003,0.0,1337,1337,1337,2,6,2,531,Normal,WD,Gd,Gd,Gd,RL
155000,5,1999,1999,0.0,696,696,1416,2,6,2,484,Normal,WD,Gd,Gd,Gd,FV
116500,7,1958,2008,0.0,858,858,858,1,4,0,0,Normal,WD,TA,TA,TA,RL
272000,7,1977,1995,424.0,1330,1542,2872,2,11,2,619,Normal,WD,TA,Gd,TA,RL
155000,6,1976,1976,0.0,804,804,1548,2,7,2,440,Normal,WD,Gd,Gd,TA,RL
239000,5,2007,2007,0.0,1800,1800,1800,2,7,2,702,Normal,WD,Ex,Ex,Gd,RL
214900,5,2002,2003,44.0,817,824,1894,2,8,2,510,Normal,WD,Gd,Gd,Gd,RL
178900,5,2005,2007,0.0,783,783,1484,2,8,2,393,Partial,New,Gd,Gd,Gd,RL
160000,7,1940,1950,0.0,728,976,1308,1,7,1,256,Normal,WD,TA,TA,Gd,RL
135000,7,1955,1955,151.0,1098,1098,1098,1,6,1,260,Normal,WD,TA,TA,TA,RL
37900,6,1910,1950,0.0,600,600,968,1,6,0,0,Abnorml,WD,TA,TA,TA,RM
140000,5,1958,1958,105.0,588,1095,1095,1,6,1,264,Normal,ConLD,TA,TA,TA,RL
135000,4,1949,1950,0.0,720,720,1192,1,6,0,0,Abnorml,WD,TA,TA,TA,RL
173000,5,2003,2004,106.0,764,764,1626,2,6,2,474,Normal,WD,Gd,Gd,Gd,RL
99500,5,1979,1979,0.0,918,918,918,2,5,1,264,Normal,WD,TA,Gd,TA,RL
182000,5,2007,2008,0.0,1428,1428,1428,2,6,2,480,Partial,New,Gd,Gd,Gd,FV
167500,8,1910,1993,0.0,728,1136,2019,1,8,2,532,Normal,WD,Gd,Gd,TA,RL
165000,5,2000,2000,0.0,673,673,1382,2,6,2,490,Normal,WD,Gd,Gd,Gd,FV
85500,7,1923,1958,0.0,440,869,869,1,4,0,0,Normal,WD,Fa,Gd,TA,RL
199900,5,2006,2007,0.0,1241,1241,1241,1,4,2,569,Partial,New,Gd,Gd,Gd,FV
110000,5,1954,1954,0.0,894,894,894,1,5,2,400,Abnorml,WD,TA,TA,TA,RL
139000,6,1963,1963,0.0,1121,1121,1121,1,5,2,480,Normal,WD,TA,TA,TA,RL
178400,9,1961,2007,210.0,944,999,999,1,6,2,588,Normal,WD,Ex,TA,Ex,RL
336000,5,1998,1999,975.0,1225,1276,2612,2,8,3,676,Normal,WD,Gd,Gd,Gd,RL
159895,5,2007,2007,16.0,1266,1266,1266,2,6,2,388,Normal,WD,Gd,Gd,Gd,RL
255900,5,2002,2002,0.0,1128,1149,2290,2,9,2,779,Normal,WD,Gd,Gd,Gd,RL
126000,5,1977,1977,0.0,0,1302,1734,2,8,2,539,Normal,COD,Gd,None,TA,RL
125000,5,1950,1950,0.0,1164,1164,1164,1,5,1,240,Normal,ConLD,TA,TA,TA,RL
117000,8,1910,2003,0.0,485,1001,1635,1,5,1,255,Normal,WD,Gd,TA,TA,RM
395192,5,2009,2010,450.0,1930,1940,1940,2,8,3,606,Partial,New,Ex,Ex,Ex,RL
195000,6,1976,1976,298.0,848,1118,2030,2,8,2,551,Normal,WD,Gd,TA,TA,RL
197000,5,2006,2006,0.0,770,778,1576,2,6,2,614,Partial,New,Gd,Gd,Gd,FV
348000,5,1997,1998,423.0,1396,1407,2392,2,7,3,870,Normal,WD,Gd,Gd,Gd,RL
168000,9,1882,1986,0.0,916,916,1742,1,8,2,424,Normal,WD,Gd,TA,Gd,RM
187000,8,1964,1993,340.0,822,1020,1851,2,7,2,440,Normal,WD,Gd,TA,TA,RL
173900,5,2005,2006,0.0,750,750,1500,2,6,2,564,Partial,New,Gd,Gd,TA,RL
337500,5,2006,2007,230.0,1700,1718,1718,2,7,3,786,Normal,WD,Ex,Ex,Ex,RL
121600,7,1946,1950,0.0,747,774,1230,1,5,1,305,Abnorml,WD,TA,TA,TA,RL
136500,6,1961,1961,0.0,1050,1050,1050,1,6,1,368,Normal,COD,TA,TA,TA,RL
185000,6,1970,1970,571.0,1442,1442,1442,2,6,2,615,Normal,WD,TA,TA,TA,RL
91000,4,1922,1950,0.0,1007,1077,1077,1,6,1,210,Normal,WD,TA,TA,TA,RM
206000,5,2006,2006,24.0,1187,1208,1208,2,6,2,632,Normal,WD,Gd,Gd,Gd,RL
82000,3,1952,1952,0.0,0,944,944,1,4,2,528,Normal,WD,Fa,None,TA,RL
86000,6,1920,1950,0.0,691,691,691,1,4,1,216,Abnorml,WD,Ex,Fa,TA,RL
232000,5,2006,2006,53.0,1574,1574,1574,2,7,3,824,Normal,WD,Gd,Gd,Gd,RL
136905,6,1976,1976,164.0,1680,1680,1680,2,8,2,528,Normal,WD,TA,TA,TA,RL
181000,5,2005,2006,16.0,1346,1504,1504,2,7,2,457,Normal,WD,Gd,Gd,Gd,RL
149900,8,1977,1977,220.0,985,985,985,2,6,1,328,Normal,WD,TA,Gd,Gd,RL
163500,3,1970,1970,0.0,1657,1657,1657,2,7,2,484,Normal,WD,TA,Gd,TA,RL
88000,4,1970,1970,0.0,546,546,1092,1,6,1,286,Normal,WD,TA,TA,TA,RM
240000,5,2004,2005,108.0,1710,1710,1710,2,7,2,550,Normal,WD,Gd,Ex,Gd,RL
102000,5,1926,1950,0.0,1008,1008,1522,2,7,0,0,Normal,WD,TA,TA,TA,RL
135000,5,1948,1950,0.0,720,720,1271,2,7,1,312,Normal,WD,TA,TA,TA,RL
100000,5,1965,1965,0.0,0,1664,1664,2,8,0,0,Normal,WD,TA,None,TA,RL
165000,7,1923,1996,0.0,602,900,1502,1,7,1,180,Normal,WD,Gd,TA,TA,RL
85000,4,1910,2006,0.0,1022,1022,1022,1,4,1,280,Normal,WD,TA,TA,TA,RM
119200,5,1948,1950,206.0,1082,1082,1082,1,5,1,240,Normal,WD,TA,TA,TA,RL
227000,6,2001,2001,0.0,810,810,1665,2,6,2,528,Normal,WD,Gd,Gd,Gd,RL
203000,5,1996,1996,196.0,1504,1504,1504,2,6,2,478,Normal,WD,Gd,Gd,Gd,RL
187500,5,1984,1984,0.0,1220,1360,1360,1,4,2,565,Abnorml,COD,Gd,Gd,Gd,RL
160000,5,1991,1992,76.0,384,802,1472,2,7,2,402,Normal,WD,Gd,Gd,Gd,RL
213490,5,2005,2005,145.0,1362,1506,1506,2,6,2,440,Normal,WD,Gd,Gd,Gd,RL
176000,5,2005,2005,0.0,1132,1132,1132,1,5,2,451,Normal,WD,Gd,Gd,TA,RL
194000,5,2006,2006,84.0,1199,1220,1220,2,6,2,632,Partial,New,Gd,Gd,Gd,RL
87000,5,1930,1950,0.0,912,912,1248,1,6,1,160,Normal,WD,TA,TA,TA,RM
191000,5,2005,2006,14.0,1346,1504,1504,2,7,2,437,Normal,WD,Gd,Gd,Gd,RL
287000,6,1976,1976,0.0,1565,2898,2898,2,10,2,665,Abnorml,COD,Gd,Gd,Gd,RL
112500,5,1972,1972,0.0,882,882,882,1,5,2,461,Normal,WD,TA,TA,TA,RL
167500,5,1960,1960,324.0,1268,1264,1264,1,6,2,461,Normal,WD,TA,TA,TA,RL
293077,5,2007,2008,338.0,1638,1646,1646,2,7,3,800,Partial,New,Gd,Gd,Gd,RL
105000,5,1941,1950,0.0,768,968,1376,1,6,1,240,Normal,WD,TA,TA,TA,RL
118000,7,1972,1972,281.0,672,672,1218,1,7,1,264,Normal,WD,TA,TA,TA,RM
160000,8,1916,1995,0.0,686,948,1928,2,10,0,0,Normal,WD,TA,TA,TA,RH
197000,3,1920,1970,0.0,824,1687,3082,2,12,2,672,Normal,WD,TA,TA,TA,RL
310000,7,1993,1993,0.0,1338,1352,2520,2,10,3,796,Abnorml,WD,Gd,Gd,Gd,RL
230000,5,2002,2002,295.0,1654,1654,1654,2,6,3,900,Normal,WD,Gd,Gd,Gd,RL
119750,7,1938,1950,0.0,920,954,954,1,5,1,240,Normal,WD,Fa,Fa,TA,RL
84000,3,1957,1957,0.0,0,845,845,1,5,1,290,Normal,WD,TA,None,TA,RL
315500,5,2007,2008,70.0,1620,1620,1620,2,6,3,912,Normal,WD,Ex,Ex,Gd,RL
287000,5,2001,2002,396.0,1055,1055,2263,2,7,2,905,Normal,WD,Gd,Gd,Gd,RL
97000,6,1970,2008,0.0,546,798,1344,1,6,0,0,Normal,WD,TA,TA,TA,RM
80000,4,1970,1970,0.0,630,630,630,1,3,1,286,Normal,WD,TA,Gd,TA,RM
155000,4,1957,2000,67.0,1134,1803,1803,2,8,2,484,Normal,WD,TA,TA,TA,RL
173000,8,1966,2000,252.0,800,800,1632,1,7,2,484,Normal,WD,Gd,TA,TA,RL
196000,5,2005,2005,135.0,1306,1306,1306,2,5,2,624,Normal,WD,Gd,Gd,Gd,RL
262280,5,1990,1990,99.0,1475,1532,2329,2,10,2,514,Normal,WD,Gd,Gd,TA,RL
278000,5,1981,1981,0.0,2524,2524,2524,2,9,2,542,Normal,WD,Gd,Gd,Gd,RL
139600,5,1955,1955,0.0,0,1733,1733,2,8,2,452,Normal,WD,TA,None,TA,RL
556581,5,2005,2006,208.0,1992,1992,2868,3,11,3,716,Partial,New,Ex,Ex,Gd,RL
145000,5,1994,1995,0.0,990,990,990,1,5,2,672,Normal,WD,TA,Gd,TA,RL
115000,4,1960,2006,75.0,0,1771,1771,1,9,2,336,Normal,WD,TA,None,TA,RL
84900,7,1946,2006,0.0,0,930,930,1,6,1,308,Abnorml,WD,Gd,None,TA,RL
176485,5,2007,2007,0.0,1302,1302,1302,2,6,2,436,Partial,New,Gd,Gd,Gd,RL
200141,5,2007,2007,0.0,1316,1316,1316,2,6,2,440,Partial,New,Gd,Gd,Gd,RL
165000,6,1964,1978,272.0,816,1127,1977,1,9,2,540,Normal,WD,TA,TA,TA,RL
144500,6,1957,2002,145.0,1216,1526,1526,1,7,1,364,Normal,WD,TA,TA,TA,RL
255000,5,2002,2002,210.0,1065,1091,1989,2,7,2,586,Normal,WD,Gd,Gd,Gd,RL
180000,5,1976,1976,160.0,1193,1523,1523,2,7,2,478,Abnorml,COD,TA,Gd,TA,RL
185850,5,2005,2005,240.0,1364,1364,1364,2,6,2,484,Normal,WD,Gd,Gd,Gd,RL
248000,6,1994,1994,0.0,973,979,1850,2,7,2,467,Normal,WD,Gd,Gd,Gd,RL
335000,5,2008,2008,154.0,1104,1130,2184,2,10,3,836,Normal,WD,Ex,Ex,Ex,RL
220000,7,1932,1950,480.0,854,1096,1991,1,7,2,432,Normal,WD,TA,TA,TA,RL
213500,5,2001,2001,0.0,1338,1338,1338,2,6,2,582,Normal,WD,Gd,Gd,Gd,RL
81000,4,1935,1950,0.0,894,894,894,1,6,3,1248,Normal,ConLD,TA,TA,Fa,C (all)
90000,5,1900,1950,0.0,662,1422,2337,2,10,2,560,Normal,WD,TA,TA,TA,RM
110500,6,1925,1980,0.0,1103,1103,1103,1,5,2,440,Normal,WD,Gd,TA,TA,RM
154000,6,1966,1966,200.0,1154,1154,1154,1,6,2,480,Normal,WD,TA,TA,TA,RL
328000,5,1996,1997,0.0,1306,1306,2260,2,7,2,533,Normal,WD,Gd,Ex,Gd,RL
178000,7,1993,1994,0.0,799,799,1571,2,7,2,380,Normal,WD,TA,Gd,Gd,RL
167900,6,1964,1964,360.0,780,798,1611,1,7,2,442,Normal,WD,TA,TA,TA,RL
151400,4,1973,1973,0.0,942,1291,2521,2,10,2,576,Normal,WD,TA,Gd,TA,RM
135000,7,1949,2003,0.0,845,893,893,1,4,2,576,Normal,WD,Gd,TA,TA,RL
135000,5,1956,1956,120.0,1048,1048,1048,1,6,1,286,Normal,WD,TA,TA,TA,RL
154000,6,1968,1968,0.0,727,829,1556,1,8,2,441,Normal,WD,TA,TA,TA,RL
91500,3,1948,1950,0.0,810,1002,1456,1,7,1,280,Normal,WD,TA,Fa,TA,RL
159500,6,1977,1977,140.0,690,698,1426,1,6,2,440,Normal,WD,TA,TA,TA,RL
